pos_x,pos_y,rotation,side,designator,mpn,pack,footprint,value,mount_type
142.970581,-53.991322,180.0,top,C25,CL05A226MQ5CUN,,C0402,22u0 6V3,smt
145.687503,-135.336103,180.0,top,C26,MSASJ105BB5475MFNA01,,C0402,4u70 6V3,smt
145.687503,-108.565722,180.0,top,C26,MSASJ105BB5475MFNA01,,C0402,4u70 6V3,smt
145.687503,-81.812722,180.0,top,C26,MSASJ105BB5475MFNA01,,C0402,4u70 6V3,smt
145.687503,-55.059722,180.0,top,C26,MSASJ105BB5475MFNA01,,C0402,4u70 6V3,smt
144.693381,-129.740103,90.0,bottom,C27,GRM155R71A104JA01D,,C0402,100n 10V,smt
144.693381,-102.969722,90.0,bottom,C27,GRM155R71A104JA01D,,C0402,100n 10V,smt
144.693381,-76.216722,90.0,bottom,C27,GRM155R71A104JA01D,,C0402,100n 10V,smt
144.693381,-49.463722,90.0,bottom,C27,GRM155R71A104JA01D,,C0402,100n 10V,smt
142.970581,-138.484581,0.0,top,C28,GRM155R71A104JA01D,,C0402,100n 10V,smt
142.970581,-111.7142,0.0,top,C28,GRM155R71A104JA01D,,C0402,100n 10V,smt
142.970581,-84.9612,0.0,top,C28,GRM155R71A104JA01D,,C0402,100n 10V,smt
142.970581,-58.2082,0.0,top,C28,GRM155R71A104JA01D,,C0402,100n 10V,smt
142.500581,-135.236103,-90.0,bottom,C29, GCM1555C1H681FA16J ,,C0402,680p 50V,smt
142.500581,-108.465722,-90.0,bottom,C29, GCM1555C1H681FA16J ,,C0402,680p 50V,smt
142.500581,-81.712722,-90.0,bottom,C29, GCM1555C1H681FA16J ,,C0402,680p 50V,smt
142.500581,-54.959722,-90.0,bottom,C29, GCM1555C1H681FA16J ,,C0402,680p 50V,smt
118.523,-138.4711,180.0,top,C3,GRM188R61E475KE11D,,C0603,4u70 25V,smt
118.523,-123.909,180.0,top,C3,GRM188R61E475KE11D,,C0603,4u70 25V,smt
118.523,-80.2227,180.0,top,C3,GRM188R61E475KE11D,,C0603,4u70 25V,smt
118.523,-94.7848,180.0,top,C3,GRM188R61E475KE11D,,C0603,4u70 25V,smt
118.523,-65.6606,180.0,top,C3,GRM188R61E475KE11D,,C0603,4u70 25V,smt
118.523,-51.0985,180.0,top,C3,GRM188R61E475KE11D,,C0603,4u70 25V,smt
118.523,-109.3469,180.0,top,C3,GRM188R61E475KE11D,,C0603,4u70 25V,smt
148.865581,-135.751103,180.0,bottom,C30,GRM155R71A104JA01D,,C0402,100n 10V,smt
148.865581,-108.980722,180.0,bottom,C30,GRM155R71A104JA01D,,C0402,100n 10V,smt
148.865581,-82.227722,180.0,bottom,C30,GRM155R71A104JA01D,,C0402,100n 10V,smt
148.865581,-55.474722,180.0,bottom,C30,GRM155R71A104JA01D,,C0402,100n 10V,smt
138.850581,-144.746381,180.0,top,C31,C0402C105K8PACTU,,C0402,1u00 10V,smt
138.850581,-117.976,180.0,top,C31,C0402C105K8PACTU,,C0402,1u00 10V,smt
138.850581,-91.223,180.0,top,C31,C0402C105K8PACTU,,C0402,1u00 10V,smt
138.850581,-64.47,180.0,top,C31,C0402C105K8PACTU,,C0402,1u00 10V,smt
138.850581,-140.621381,180.0,top,C32,C0402C105K8PACTU,,C0402,1u00 10V,smt
138.850581,-113.851,180.0,top,C32,C0402C105K8PACTU,,C0402,1u00 10V,smt
138.850581,-87.098,180.0,top,C32,C0402C105K8PACTU,,C0402,1u00 10V,smt
138.850581,-60.345,180.0,top,C32,C0402C105K8PACTU,,C0402,1u00 10V,smt
142.970581,-139.552981,0.0,top,C33,C0402C105K8PACTU,,C0402,1u00 10V,smt
142.970581,-112.7826,0.0,top,C33,C0402C105K8PACTU,,C0402,1u00 10V,smt
142.970581,-86.0296,0.0,top,C33,C0402C105K8PACTU,,C0402,1u00 10V,smt
142.970581,-59.2766,0.0,top,C33,C0402C105K8PACTU,,C0402,1u00 10V,smt
120.873,-97.7848,-90.0,top,C4,GRM188R61E475KE11D,,C0603,4u70 25V,smt
120.873,-141.4711,-90.0,top,C4,GRM188R61E475KE11D,,C0603,4u70 25V,smt
120.873,-54.0985,-90.0,top,C4,GRM188R61E475KE11D,,C0603,4u70 25V,smt
120.873,-112.3469,-90.0,top,C4,GRM188R61E475KE11D,,C0603,4u70 25V,smt
120.873,-126.909,-90.0,top,C4,GRM188R61E475KE11D,,C0603,4u70 25V,smt
120.873,-83.2227,-90.0,top,C4,GRM188R61E475KE11D,,C0603,4u70 25V,smt
120.873,-68.6606,-90.0,top,C4,GRM188R61E475KE11D,,C0603,4u70 25V,smt
123.098,-140.6711,0.0,top,C5,GRM188R61A226ME15D,,C0603,22u0 10V,smt
123.098,-111.5469,0.0,top,C5,GRM188R61A226ME15D,,C0603,22u0 10V,smt
123.098,-82.4227,0.0,top,C5,GRM188R61A226ME15D,,C0603,22u0 10V,smt
123.098,-126.109,0.0,top,C5,GRM188R61A226ME15D,,C0603,22u0 10V,smt
123.098,-67.8606,0.0,top,C5,GRM188R61A226ME15D,,C0603,22u0 10V,smt
123.098,-96.9848,0.0,top,C5,GRM188R61A226ME15D,,C0603,22u0 10V,smt
123.098,-53.2985,0.0,top,C5,GRM188R61A226ME15D,,C0603,22u0 10V,smt
98.145,-86.959,180.0,top,C58,GRM155R71A104JA01D,,C0402,100n 10V,smt
98.145,-61.588,180.0,top,C58,GRM155R71A104JA01D,,C0402,100n 10V,smt
98.145,-112.33,180.0,top,C58,GRM155R71A104JA01D,,C0402,100n 10V,smt
98.145,-137.701,180.0,top,C58,GRM155R71A104JA01D,,C0402,100n 10V,smt
104.368,-61.715,180.0,top,C59,GRM155R71A104JA01D,,C0402,100n 10V,smt
104.368,-137.828,180.0,top,C59,GRM155R71A104JA01D,,C0402,100n 10V,smt
104.368,-87.086,180.0,top,C59,GRM155R71A104JA01D,,C0402,100n 10V,smt
104.368,-112.457,180.0,top,C59,GRM155R71A104JA01D,,C0402,100n 10V,smt
119.523,-54.0985,-90.0,top,C6,GRM188R61A226ME15D,,C0603,22u0 10V,smt
119.523,-126.909,-90.0,top,C6,GRM188R61A226ME15D,,C0603,22u0 10V,smt
119.523,-141.4711,-90.0,top,C6,GRM188R61A226ME15D,,C0603,22u0 10V,smt
119.523,-83.2227,-90.0,top,C6,GRM188R61A226ME15D,,C0603,22u0 10V,smt
119.523,-68.6606,-90.0,top,C6,GRM188R61A226ME15D,,C0603,22u0 10V,smt
119.523,-112.3469,-90.0,top,C6,GRM188R61A226ME15D,,C0603,22u0 10V,smt
119.523,-97.7848,-90.0,top,C6,GRM188R61A226ME15D,,C0603,22u0 10V,smt
158.969162,-105.613333,180.0,top,C60,GRM155R71A104JA01D,,C0402,100n 10V,smt
158.969162,-90.748333,180.0,top,C60,GRM155R71A104JA01D,,C0402,100n 10V,smt
158.969162,-75.883333,180.0,top,C60,GRM155R71A104JA01D,,C0402,100n 10V,smt
158.969162,-120.478333,180.0,top,C60,GRM155R71A104JA01D,,C0402,100n 10V,smt
158.969162,-61.018333,180.0,top,C60,GRM155R71A104JA01D,,C0402,100n 10V,smt
158.969162,-46.153333,180.0,top,C60,GRM155R71A104JA01D,,C0402,100n 10V,smt
158.969162,-135.342333,180.0,top,C60,GRM155R71A104JA01D,,C0402,100n 10V,smt
165.619162,-105.610833,180.0,top,C61,GRM155R71A104JA01D,,C0402,100n 10V,smt
165.619162,-61.015833,180.0,top,C61,GRM155R71A104JA01D,,C0402,100n 10V,smt
165.619162,-90.745833,180.0,top,C61,GRM155R71A104JA01D,,C0402,100n 10V,smt
165.619162,-46.150833,180.0,top,C61,GRM155R71A104JA01D,,C0402,100n 10V,smt
165.619162,-135.339833,180.0,top,C61,GRM155R71A104JA01D,,C0402,100n 10V,smt
165.619162,-75.880833,180.0,top,C61,GRM155R71A104JA01D,,C0402,100n 10V,smt
165.619162,-120.475833,180.0,top,C61,GRM155R71A104JA01D,,C0402,100n 10V,smt
107.416,-106.615,-90.0,top,C62,GRM155R71A104JA01D,,C0402,100n 10V,smt
107.416,-81.244,-90.0,top,C62,GRM155R71A104JA01D,,C0402,100n 10V,smt
107.416,-131.986,-90.0,top,C62,GRM155R71A104JA01D,,C0402,100n 10V,smt
107.416,-55.873,-90.0,top,C62,GRM155R71A104JA01D,,C0402,100n 10V,smt
104.495,-74.894,180.0,top,C63,GRM155R71A104JA01D,,C0402,100n 10V,smt
104.495,-125.636,180.0,top,C63,GRM155R71A104JA01D,,C0402,100n 10V,smt
104.495,-100.265,180.0,top,C63,GRM155R71A104JA01D,,C0402,100n 10V,smt
104.495,-49.523,180.0,top,C63,GRM155R71A104JA01D,,C0402,100n 10V,smt
98.018,-49.523,180.0,top,C64,GRM155R71A104JA01D,,C0402,100n 10V,smt
98.018,-125.636,180.0,top,C64,GRM155R71A104JA01D,,C0402,100n 10V,smt
98.018,-74.894,180.0,top,C64,GRM155R71A104JA01D,,C0402,100n 10V,smt
98.018,-100.265,180.0,top,C64,GRM155R71A104JA01D,,C0402,100n 10V,smt
95.224,-81.371,-90.0,top,C65,GRM155R71A104JA01D,,C0402,100n 10V,smt
95.224,-132.113,-90.0,top,C65,GRM155R71A104JA01D,,C0402,100n 10V,smt
95.224,-56.0,-90.0,top,C65,GRM155R71A104JA01D,,C0402,100n 10V,smt
95.224,-106.742,-90.0,top,C65,GRM155R71A104JA01D,,C0402,100n 10V,smt
96.357,-86.959,0.0,top,C66,GRM155R71A104JA01D,,C0402,100n 10V,smt
96.357,-61.588,0.0,top,C66,GRM155R71A104JA01D,,C0402,100n 10V,smt
96.357,-112.33,0.0,top,C66,GRM155R71A104JA01D,,C0402,100n 10V,smt
96.357,-137.701,0.0,top,C66,GRM155R71A104JA01D,,C0402,100n 10V,smt
106.146,-112.457,180.0,top,C67,GRM155R71A104JA01D,,C0402,100n 10V,smt
106.146,-137.828,180.0,top,C67,GRM155R71A104JA01D,,C0402,100n 10V,smt
106.146,-87.086,180.0,top,C67,GRM155R71A104JA01D,,C0402,100n 10V,smt
106.146,-61.715,180.0,top,C67,GRM155R71A104JA01D,,C0402,100n 10V,smt
107.416,-54.095,-90.0,top,C68,GRM155R71A104JA01D,,C0402,100n 10V,smt
107.416,-104.837,-90.0,top,C68,GRM155R71A104JA01D,,C0402,100n 10V,smt
107.416,-130.208,-90.0,top,C68,GRM155R71A104JA01D,,C0402,100n 10V,smt
107.416,-79.466,-90.0,top,C68,GRM155R71A104JA01D,,C0402,100n 10V,smt
95.224,-79.593,-90.0,top,C69,GRM155R71A104JA01D,,C0402,100n 10V,smt
95.224,-54.222,-90.0,top,C69,GRM155R71A104JA01D,,C0402,100n 10V,smt
95.224,-104.964,-90.0,top,C69,GRM155R71A104JA01D,,C0402,100n 10V,smt
95.224,-130.335,-90.0,top,C69,GRM155R71A104JA01D,,C0402,100n 10V,smt
126.073,-96.6848,0.0,top,C7,GRM188R61A226ME15D,,C0603,22u0 10V,smt
126.073,-52.9985,0.0,top,C7,GRM188R61A226ME15D,,C0603,22u0 10V,smt
126.073,-140.3711,0.0,top,C7,GRM188R61A226ME15D,,C0603,22u0 10V,smt
126.073,-111.2469,0.0,top,C7,GRM188R61A226ME15D,,C0603,22u0 10V,smt
126.073,-67.5606,0.0,top,C7,GRM188R61A226ME15D,,C0603,22u0 10V,smt
126.073,-82.1227,0.0,top,C7,GRM188R61A226ME15D,,C0603,22u0 10V,smt
126.073,-125.809,0.0,top,C7,GRM188R61A226ME15D,,C0603,22u0 10V,smt
99.796,-49.523,180.0,top,C70,GRM155R71A104JA01D,,C0402,100n 10V,smt
99.796,-125.636,180.0,top,C70,GRM155R71A104JA01D,,C0402,100n 10V,smt
99.796,-100.265,180.0,top,C70,GRM155R71A104JA01D,,C0402,100n 10V,smt
99.796,-74.894,180.0,top,C70,GRM155R71A104JA01D,,C0402,100n 10V,smt
95.224,-128.43,-90.0,top,C71,GRM155R71A104JA01D,,C0402,100n 10V,smt
95.224,-52.317,-90.0,top,C71,GRM155R71A104JA01D,,C0402,100n 10V,smt
95.224,-77.688,-90.0,top,C71,GRM155R71A104JA01D,,C0402,100n 10V,smt
95.224,-103.059,-90.0,top,C71,GRM155R71A104JA01D,,C0402,100n 10V,smt
102.211669,-114.5545,180.0,top,C72,GRM155R71A104JA01D,,C0402,100n 10V,smt
102.211669,-89.1835,180.0,top,C72,GRM155R71A104JA01D,,C0402,100n 10V,smt
102.211669,-63.8125,180.0,top,C72,GRM155R71A104JA01D,,C0402,100n 10V,smt
102.211669,-139.9255,180.0,top,C72,GRM155R71A104JA01D,,C0402,100n 10V,smt
98.548,-117.421,180.0,top,C73,GRM155R71A104JA01D,,C0402,100n 10V,smt
98.548,-66.679,180.0,top,C73,GRM155R71A104JA01D,,C0402,100n 10V,smt
98.548,-142.792,180.0,top,C73,GRM155R71A104JA01D,,C0402,100n 10V,smt
98.548,-92.05,180.0,top,C73,GRM155R71A104JA01D,,C0402,100n 10V,smt
106.937,-66.199,-90.0,top,C74,GRM155R71A104JA01D,,C0402,100n 10V,smt
106.937,-116.941,-90.0,top,C74,GRM155R71A104JA01D,,C0402,100n 10V,smt
106.937,-142.312,-90.0,top,C74,GRM155R71A104JA01D,,C0402,100n 10V,smt
106.937,-91.57,-90.0,top,C74,GRM155R71A104JA01D,,C0402,100n 10V,smt
105.087,-63.701,-90.0,top,C75,GRM155R71A104JA01D,,C0402,100n 10V,smt
105.087,-89.072,-90.0,top,C75,GRM155R71A104JA01D,,C0402,100n 10V,smt
105.087,-114.443,-90.0,top,C75,GRM155R71A104JA01D,,C0402,100n 10V,smt
105.087,-139.814,-90.0,top,C75,GRM155R71A104JA01D,,C0402,100n 10V,smt
102.211669,-92.05,180.0,top,C76,GRM155R71A104JA01D,,C0402,100n 10V,smt
102.211669,-66.679,180.0,top,C76,GRM155R71A104JA01D,,C0402,100n 10V,smt
102.211669,-117.421,180.0,top,C76,GRM155R71A104JA01D,,C0402,100n 10V,smt
102.211669,-142.792,180.0,top,C76,GRM155R71A104JA01D,,C0402,100n 10V,smt
142.970581,-140.621381,0.0,top,C77,GRM155R71A104JA01D,,C0402,100n 10V,smt
142.970581,-113.851,0.0,top,C77,GRM155R71A104JA01D,,C0402,100n 10V,smt
142.970581,-87.098,0.0,top,C77,GRM155R71A104JA01D,,C0402,100n 10V,smt
142.970581,-60.345,0.0,top,C77,GRM155R71A104JA01D,,C0402,100n 10V,smt
142.970581,-143.707781,0.0,top,C78,GRM155R60G106ME01D,,C0402,10u0 4V,smt
142.970581,-116.9374,0.0,top,C78,GRM155R60G106ME01D,,C0402,10u0 4V,smt
142.970581,-90.1844,0.0,top,C78,GRM155R60G106ME01D,,C0402,10u0 4V,smt
142.970581,-63.4314,0.0,top,C78,GRM155R60G106ME01D,,C0402,10u0 4V,smt
144.900581,-132.761103,0.0,bottom,C79,CL05A226MQ5CUN,,C0402,22u0 6V3,smt
144.900581,-105.990722,0.0,bottom,C79,CL05A226MQ5CUN,,C0402,22u0 6V3,smt
144.900581,-79.237722,0.0,bottom,C79,CL05A226MQ5CUN,,C0402,22u0 6V3,smt
144.900581,-52.484722,0.0,bottom,C79,CL05A226MQ5CUN,,C0402,22u0 6V3,smt
126.073,-138.9711,0.0,top,C8,GRM188R61A226ME15D,,C0603,22u0 10V,smt
126.073,-51.5985,0.0,top,C8,GRM188R61A226ME15D,,C0603,22u0 10V,smt
126.073,-80.7227,0.0,top,C8,GRM188R61A226ME15D,,C0603,22u0 10V,smt
126.073,-66.1606,0.0,top,C8,GRM188R61A226ME15D,,C0603,22u0 10V,smt
126.073,-95.2848,0.0,top,C8,GRM188R61A226ME15D,,C0603,22u0 10V,smt
126.073,-124.409,0.0,top,C8,GRM188R61A226ME15D,,C0603,22u0 10V,smt
126.073,-109.8469,0.0,top,C8,GRM188R61A226ME15D,,C0603,22u0 10V,smt
144.900581,-133.681103,0.0,bottom,C80,GRM155R71A104JA01D,,C0402,100n 10V,smt
144.900581,-106.910722,0.0,bottom,C80,GRM155R71A104JA01D,,C0402,100n 10V,smt
144.900581,-80.157722,0.0,bottom,C80,GRM155R71A104JA01D,,C0402,100n 10V,smt
144.900581,-53.404722,0.0,bottom,C80,GRM155R71A104JA01D,,C0402,100n 10V,smt
141.020581,-140.621381,180.0,top,C81,GRM155R71A104JA01D,,C0402,100n 10V,smt
141.020581,-113.851,180.0,top,C81,GRM155R71A104JA01D,,C0402,100n 10V,smt
141.020581,-87.098,180.0,top,C81,GRM155R71A104JA01D,,C0402,100n 10V,smt
141.020581,-60.345,180.0,top,C81,GRM155R71A104JA01D,,C0402,100n 10V,smt
141.020581,-135.336103,180.0,top,C82,GRM155R71A104JA01D,,C0402,100n 10V,smt
141.020581,-108.565722,180.0,top,C82,GRM155R71A104JA01D,,C0402,100n 10V,smt
141.020581,-81.812722,180.0,top,C82,GRM155R71A104JA01D,,C0402,100n 10V,smt
141.020581,-55.059722,180.0,top,C82,GRM155R71A104JA01D,,C0402,100n 10V,smt
142.980581,-144.746381,0.0,top,C83,GRM155R71A104JA01D,,C0402,100n 10V,smt
142.980581,-117.976,0.0,top,C83,GRM155R71A104JA01D,,C0402,100n 10V,smt
142.980581,-91.223,0.0,top,C83,GRM155R71A104JA01D,,C0402,100n 10V,smt
142.980581,-64.47,0.0,top,C83,GRM155R71A104JA01D,,C0402,100n 10V,smt
126.073,-50.1985,0.0,top,C9,GRM188R61A226ME15D,,C0603,22u0 10V,smt
126.073,-123.009,0.0,top,C9,GRM188R61A226ME15D,,C0603,22u0 10V,smt
126.073,-93.8848,0.0,top,C9,GRM188R61A226ME15D,,C0603,22u0 10V,smt
126.073,-108.4469,0.0,top,C9,GRM188R61A226ME15D,,C0603,22u0 10V,smt
126.073,-79.3227,0.0,top,C9,GRM188R61A226ME15D,,C0603,22u0 10V,smt
126.073,-137.5711,0.0,top,C9,GRM188R61A226ME15D,,C0603,22u0 10V,smt
126.073,-64.7606,0.0,top,C9,GRM188R61A226ME15D,,C0603,22u0 10V,smt
144.324703,-144.247781,90.0,top,FB2, LI0402B301R-10 ,,L0402,300R,smt
144.324703,-117.4774,90.0,top,FB2, LI0402B301R-10 ,,L0402,300R,smt
144.324703,-90.7244,90.0,top,FB2, LI0402B301R-10 ,,L0402,300R,smt
144.324703,-63.9714,90.0,top,FB2, LI0402B301R-10 ,,L0402,300R,smt
122.5105,-110.1344,0.0,top,J1,,,Power_Board_Castellated_Conn_1.27mm,~,smt
122.5105,-139.2586,0.0,top,J1,,,Power_Board_Castellated_Conn_1.27mm,~,smt
